id,raw_term,term,reading,romaji,definition,pitch_accent,affix_type,lesson_id
897b43ee-9313-4374-9f5d-1b7cc27d0dfa,とり肉,とり肉,とりにく,toriniku,雞肉,0,none,3
944d3199-0518-43e2-b732-18f552aa56b0,魚,魚,さかな,sakana,魚；魚肉,0,none,3
8ede1fe9-46e9-4a35-8156-3c8a2c8ea019,野菜,野菜,やさい,yasai,蔬菜,0,none,3
7d5d6a01-1c86-49bc-ae5d-34c5d908e4da,卵,卵,たまご,tamago,蛋,2,none,3
9224b0d5-9786-46c1-bb19-5e640059b263,果物,果物,くだもの,kudamono,水果,2,none,3
d84a61aa-0d17-4d73-a452-e3bee4655435,りんご,りんご,りんご,ringo,蘋果,0,none,3
cc2d9b2e-df04-494e-95f2-949d2fb27c1d,バナナ,バナナ,バナナ,banana,香蕉,1,none,3
535a552f-0ff9-413b-b472-f48575358861,飲み物,飲み物,のみもの,nomimono,飲料；喝的,2,none,3
68b53dd6-d683-47ce-9867-89c6f076c428,水,水,みず,mizu,水；冰水,0,none,3
3729ebe9-bbb5-400d-8118-36c2b4e74bec,ビール,ビール,ビール,biiru,啤酒,1,none,3
4a61f056-afdc-4949-80c7-692f6b6cb34b,ときどき,ときどき,ときどき,tokidoki,有時,0,none,3
3412761e-a3ad-4473-ac8d-626a4d2ff0da,毎週,毎週,まいしゅう,maishuu,每週,0,none,3
770d9916-ddd8-4d54-8c19-f17eae1fa92a,週末,週末,しゅうまつ,shuumatsu,週末,0,none,3
f63b30c8-ffe2-4138-8c40-6d1cbe0ad72d,スーパー,スーパー,スーパー,suupaa,超市,1,none,3
b9e00fd6-a4b4-4c5a-9876-b217248277b0,デパート,デパート,デパート,depaato,百貨公司,2,none,3
ecc151a8-756e-4dce-876c-b0d7190e2c3a,本屋,本屋,ほんや,honya,書店,1,none,3
dde9fd59-e77c-4c6d-a2ec-d4ec960f4f1e,メール,メール,メール,meeru,電子郵件,0,none,3
d796663f-e6fc-489a-b691-e5e6b6147d39,ピンポン,ピンポン,ピンポン,pinpon,乒乓球；桌球,1,none,3
1581bbd9-f4df-4a42-a3e4-09820606c091,映画館,映画館,えいがかん,eigakan,電影院,3,none,3
dc7ead5d-f540-4384-b306-20105deef01d,スピーチ,スピーチ,スピーチ,supiichi,演講；致詞,2,none,3
b8b100a5-59aa-4b42-b3c5-a7636893803f,あさって,あさって,あさって,asatte,後天,2,none,3
97f5eed0-874a-4e0b-b256-c1baf25023f8,作文,作文,さくぶん,sakubun,作文,0,none,3
23af6fcf-d516-4d13-9228-0254f094c059,今晩,今晩,こんばん,konban,今晚,1,none,3
4feb8609-16e3-4f89-a8f1-4c571f61974d,夕べ,夕べ,ゆうべ,yuube,昨晚,3,none,3
bbfbd4f5-415d-4c9a-8fa6-c8b7ac66d39c,おととい,おととい,おととい,ototoi,前天,3,none,3
c9290541-b8bd-42d3-8832-328b91b093b4,今朝,今朝,けさ,kesa,今早,1,none,3
f8f26a1c-fa97-4532-95d7-9d27229de86d,朝ご飯,朝ご飯,あさごはん,asagohan,早餐,3,none,3
5a74b02a-ceb3-4bb4-8d35-c75fef13755f,掲示板,掲示板,けいじばん,keijiban,佈告欄,0,none,3
e15c55d9-cbd3-4a1b-abc0-4532a68c2302,パーティー,パーティー,パーティー,paateii,派對；聚會,1,none,3
19dfc3dc-1924-4e2a-a343-307480abcba5,文化,文化,ぶんか,bunka,文化,1,none,3
8f34c5b4-73d8-42dc-a352-5da32543c6ee,友達,友達,ともだち,tomodachi,朋友,0,none,3
6930c11c-9b4e-42b0-8638-c84eb836f99d,家,家,うち,uchi,家,0,none,3
d2949a94-20e8-41bb-a81d-56fef565ac5e,一日,一日,いちにち,ichinichi,一天,4,none,3
ac77d1fe-c730-4e13-b921-5af6343370ef,バスケットボール,バスケットボール,バスケットボール,basukettobooru,籃球,6,none,3
f28e2d1d-6dec-48e1-90d2-8279307516ba,質問,質問,しつもん,shitsumon,問題；疑問,0,none,3
80ce50f9-b579-4748-b290-d7ad887ffe87,医者,医者,いしゃ,isha,醫生,0,none,3
7e3647ae-d1be-4db5-90b2-49323b778c77,バドミントン,バドミントン,バドミントン,badominton,羽毛球,3,none,3
acf92256-85ac-4943-b4e6-a6bd38be2b75,先々週,先々週,せんせんしゅう,sensenshuu,上上週,0,none,3
9bc8a131-7601-46ee-83f4-5a82a06ec307,再来週,再来週,さらいしゅう,saraishuu,下下週,0,none,3
7b97b0bf-3227-44a0-b0ed-780b9e217187,時間,時間,じかん,jikan,時間,0,none,3
9b456d85-26cd-4cea-8b43-6fc468347d3e,平仮名,平仮名,ひらがな,hiragana,平假名,3,none,3
1b0f8265-c71b-44f2-b071-ab39652be893,場所,場所,ばしょ,basho,場所；地點；地方,0,none,3
fc4ef0b9-c7ab-4e64-b755-8abf7a6b40e5,相槌,相槌,あいづち,aizuchi,隨聲附和,0,none,3
c9427941-feaf-4426-bf38-09c56e5d2a92,ええ,ええ,ええ,ee,嗯；是；對(表同意或應允),1,none,3
5dc64801-af3a-4ff3-84e2-bda26f25fdab,うん,うん,うん,un,嗯；是；對(表同意或應允),1,none,3
4ba76aa0-bd9f-4b1b-9865-af2cb7656dab,フランス,フランス,フランス,furansu,法國,0,none,3
84b0ceb6-cef7-4152-b8ba-e3ee19595f52,何月,何月,なんがつ,nangatsu,幾月,1,none,4
7f802182-8cf5-4595-9671-cb428f901dbd,何日,何日,なんにち,nannichi,幾日,1,none,4
a990377c-7ae0-499e-849e-608f37842ec8,～月,月,がつ,gatsu,～月,-1,suffix,4
1d6323be-0586-4bdc-937b-4e5d054a7e75,～日,日,にち,nichi,～日；～號,-1,suffix,4
60c4b3da-a903-4967-b1cc-f22becd4ce84,誕生日,誕生日,たんじょうび,tanjoubi,生日,3,none,4
d9632874-e01a-48d3-a1ab-cc3b591e5458,休み,休み,やすみ,yasumi,休息；休假日,3,none,4
7f1eb80d-ca23-46be-9bab-41b6816b2e76,コンビニ,コンビニ,コンビニ,konbini,超商,0,none,4
801b3255-6fd6-40f7-a068-bcc983387924,生協,生協,せいきょう,seikyou,合作社,0,none,4
f4807580-2259-4b3a-9591-75c032027b52,きれい,きれい,きれい,kirei,漂亮的；乾淨的,1,none,4
ae18bc49-303d-4200-9c21-e8d23bd17661,丈夫,丈夫,じょうぶ,joubu,堅固的；耐用的,0,none,4
2a44f925-36e1-43c7-a519-e8266f3f06fc,箱,箱,はこ,hako,箱子；盒子,0,none,4
3572a870-14fb-41a8-a733-ef9d9f3cda83,便利,便利,べんり,benri,方便的,1,none,4
c83a894f-c07f-459d-a24c-a38c8504600e,静か,静か,しずか,shizuka,安靜的,1,none,4
c5f5b8a3-559e-447f-8df4-e33be37c763f,暇,暇,ひま,hima,有空的,0,none,4
09a1cde4-be0b-4710-a1db-f495d22548d5,店,店,みせ,mise,店,2,none,4
f376bab9-0067-4003-8384-803e675f962f,元気,元気,げんき,genki,有精神的；健康的,1,none,4
a599e3a2-9b53-41a5-a7e1-92506f6491e7,親切,親切,しんせつ,shinsetsu,親切的,1,none,4
8ea87a97-0294-4f04-922a-385f0127a62f,汚い,汚い,きたない,kitanai,髒的；(字)難看的,3,none,4
acc8f86d-e9ba-4839-b8d6-fd07c3b270af,花,花,はな,hana,花,2,none,4
e0a5a9e2-431e-4eb3-91f7-19cabd63faa1,賑やか,賑やか,にぎやか,nigiyaka,熱鬧的,2,none,4
3d98b037-4fe3-49eb-8b1e-d4d74abfc0dd,好き,好き,すき,suki,喜歡的,2,none,4
e4a96935-82f6-4eed-8412-7041a96461f4,嫌い,嫌い,きらい,kirai,討厭的,0,none,4
2bc109a9-cd98-46e1-a79f-c5bb393c2258,アイスクリーム,アイスクリーム,アイスクリーム,aisukuriimu,冰淇淋,5,none,4
5199f7fc-76ce-4c17-9abe-e9098863eeee,おすし,おすし,おすし,osushi,壽司,2,none,4
96ffbecb-a560-4b7b-b768-4e715a8700e2,すき焼き,すき焼き,すきやき,sukiyaki,壽喜燒,0,none,4
1e1f6197-b36b-4465-9670-65781c990b42,天ぷら,天ぷら,てんぷら,tenpura,天婦羅,0,none,4
a56fce01-508d-47f3-bcaf-57446836aedd,水泳,水泳,すいえい,suiei,游泳,0,none,4
725e16c9-f67b-4847-853d-56f0ea1c7110,スキー,スキー,スキー,sukii,雙板滑雪,2,none,4
64ab606a-8c0c-4745-875b-28af20b3a15f,動物,動物,どうぶつ,doubutsu,動物,0,none,4
dbc37517-b740-431f-9220-38e7ab7ba894,ぞう,ぞう,ぞう,zou,大象,1,none,4
772b7a53-0024-41d0-8021-9aaaacdc49d2,ねこ,ねこ,ねこ,neko,貓,1,none,4
10545164-239d-43b3-b0d3-2914a133bab1,犬,犬,いぬ,inu,狗,2,none,4
49615fac-0b8f-49f6-8cdd-ac817b396492,うさぎ,うさぎ,うさぎ,usagi,兔子,0,none,4
1dca3a94-9ff5-4042-82f3-075269353ad8,パンダ,パンダ,パンダ,panda,貓熊,1,none,4
e87bbb3c-7af5-4f46-b2a6-fcd02803036c,コーラ,コーラ,コーラ,koora,可樂,1,none,4
41542300-bb09-4d38-a132-f92fb67cc61e,テスト,テスト,テスト,tesuto,考試；測驗,1,none,4
64dca669-c50e-4d7d-b8df-4bc6455ecfda,～歳／～才,歳／～才,さい,sai,～歲,-1,suffix,4
82ed9f34-b796-4445-84e3-073fac778d5d,昭和,昭和,しょうわ,shouwa,昭和(年號),0,none,4
355848b3-8b4a-43f9-96f1-e94c5c61b280,行きます,行きます,いきます,ikimasu,去,3,none,4
5ec1b3b4-2f12-4df6-848e-8a7228d132db,来ます,来ます,きます,kimasu,來,2,none,4
56a15f1a-8c8f-48c3-a56c-fb9adfd73273,帰ります,帰ります,かえります,kaerimasu,回,4,none,4
0c543929-c443-4d0a-a42b-fc20aed6434a,日,日,ひ,hi,日；日子,1,none,4
67b3c74c-678d-485f-8733-8aacc27124c8,写真,写真,しゃしん,shashin,照片,0,none,4
30db20a7-c6d4-4849-8ff2-b635057a72f5,撮ります,撮ります,とります,torimasu,拍(照),3,none,4
c0aa41b8-2695-458a-9302-11712b86ce3f,お土産,お土産,おみやげ,omiyage,伴手禮,0,none,4
8089f77f-af75-4ce4-beec-e174112658a8,いつ,いつ,いつ,itsu,什麼時候,1,none,4
4772a4a2-d599-4193-aa57-f7ff91cbbdfd,鎌倉,鎌倉,かまくら,kamakura,鐮倉(地名),0,none,4
4745944a-c13d-41fd-b33d-ed6c98ffb389,どうぞ,どうぞ,どうぞ,douzo,請收下,1,none,4
12364d42-3234-48d0-bc56-2fb0fe5175d6,お寺,お寺,おてら,otera,寺；寺院,0,none,4
381af995-4d97-48b3-9b3d-a175c3380648,たくさん,たくさん,たくさん,takusan,很多,0,none,4
192c8cd8-0674-4059-a45e-34ec51dfcd4a,浅草,浅草,あさくさ,asakusa,淺草(地名),0,none,4
84a41e88-759d-425c-bacf-8af87a7c4ee4,上野,上野,うえの,ueno,上野(地名),0,none,4
b4ecc588-82d9-437d-84bb-611525d69e02,動物園,動物園,どうぶつえん,doubutsuen,動物園,4,none,4
d903c3f7-5605-4d8b-9524-f8c993312347,スカイツリー,スカイツリー,スカイツリー,sukaitsurii,晴空塔,5,none,4
e4b25444-b547-4e8e-a012-e77b2d8ecfc5,よく,よく,よく,yoku,經常,1,none,4
6d18b839-25eb-490a-b932-6cb7057ad908,皆さん,皆さん,みなさん,minasan,大家,2,none,4
7e036a75-bde7-4281-a4d3-dc59d60a4f42,一緒に,一緒に,いっしょに,isshoni,一起,0,none,4
f92eabe2-fa43-4d9f-91a6-089f860ff9ea,雷門,雷門,かみなりもん,kaminarimon,雷門,4,none,4
172355c5-0b7d-4636-8d94-5b9e62b6f5b4,わあ,わあ,わあ,waa,哇(表驚訝),1,none,4
6ce7ecff-7501-41f9-a128-3320e2e372b5,大好き,大好き,だいすき,daisuki,最喜歡的；很喜歡的,1,none,4
815e4138-972b-422e-8532-86c10442825a,どうもありがとうございます,どうもありがとうございます,どうもありがとうございます,doumoarigatougozaimasu,非常感謝,-1,none,4
95510ea5-0d51-4132-a370-0edafc339d15,どういたしまして,どういたしまして,どういたしまして,douitashimashite,不客氣,-1,none,4
ef1d744e-8249-42d2-80f1-7732eda62aea,カレンダー,カレンダー,カレンダー,karendaa,日曆；月曆；年曆,2,none,4
ffcd5774-56e2-4b79-8078-183210a1c46f,～年,年,ねん,nen,～年,-1,suffix,4
8c3b2c59-3556-41c2-a336-decd5bb49ea6,何年,何年,なんねん,nannen,幾年,1,none,4
70ee7e14-1917-46d7-a519-732715812291,月,月,つき,tsuki,月亮；月球；月份,2,none,4
104b6e5c-edb4-4926-adb9-17ee1c2f6686,先々月,先々月,せんせんげつ,sensengetsu,上上個月,3,none,4
f577b0d5-9aaf-40b7-bd47-cafaf31a55e8,先月,先月,せんげつ,sengetsu,上個月,1,none,4
3ae33f91-c494-4e89-9409-46b41b7e3d97,今月,今月,こんげつ,kongetsu,這個月,0,none,4
84ed1a33-6670-44f7-986a-3b7d88dc3919,来月,来月,らいげつ,raigetsu,下個月,1,none,4
e506cddd-c4ed-42f7-ac93-77b743db71ba,再来月,再来月,さらいげつ,saraigetsu,下下個月,2,none,4
4dda3006-04ef-4274-b3b3-069f21feda1e,おととし,おととし,おととし,ototoshi,前年,2,none,4
d28cf8e9-f485-4551-85a1-fb0a1ade69f1,去年,去年,きょねん,kyonen,去年,1,none,4
af6cade2-3df7-4e2e-8b5c-79494617b9c4,今年,今年,ことし,kotoshi,今年,0,none,4
812fa312-c7f5-450e-92c7-5ff900e93fb2,来年,来年,らいねん,rainen,明年,0,none,4
a70097fa-b2fe-4bd2-8a7b-ffb3fee17cea,再来年,再来年,さらいねん,sarainen,後年,0,none,4
70ccbf3c-2f04-48f8-a2d8-a3920604591f,何歳,何歳,なんさい,nansai,幾歲,1,none,4
b0939427-af66-4719-8756-d65c5989f453,新宿,新宿,しんじゅく,shinjuku,新宿(地名),0,none,4
6b1a521e-b36e-48ff-8e3e-3e8e905ba8b5,年齢,年齢,ねんれい,nenrei,年齡,0,none,4
1979f202-c75a-4d1f-9bdc-6c0770b10388,夏休み,夏休み,なつやすみ,natsuyasumi,暑假,3,none,5
b306fcf4-e72c-4dd8-9bc1-13238cf9f6b6,冬休み,冬休み,ふゆやすみ,fuyuyasumi,寒假,3,none,5
b1b6b1a8-fa4e-411f-9d51-a7593463ef16,～間,間,かん,kan,～間；～期間,-1,suffix,5
507e6734-6f75-41f5-a624-2be6115b7d3c,～ぐらい／くらい,ぐらい／くらい,ぐらい／くらい,gurai/kurai,大約(～量)；(～量)左右,-1,suffix,5
809380a3-081f-41bf-91d3-e9ca771f4958,どのぐらい／どのくらい,どのぐらい／どのくらい,どのぐらい／どのくらい,donogurai/donokurai,多久；多少,0,none,5
73d0b23f-63bd-4d57-ad2a-f595d61602b4,～時間,時間,じかん,jikan,～小時,-1,suffix,5
a31d5dad-deba-4699-9f6b-21bea465346a,～年（間）,年（間）,ねん（かん）,nen(kan),～年,-1,suffix,5
6930d788-b078-4269-b3c2-4a3d62115c71,旅行します,旅行します,りょこうします,ryokoushimasu,旅行,5,none,5
e0c8b0b4-4337-4cf4-aea5-379b7756fd84,～週間,週間,しゅうかん,shuukan,～週；～個禮拜,-1,suffix,5
f63824a2-6985-474f-9dc5-984637cf1824,練習します,練習します,れんしゅうします,renshuushimasu,練習,6,none,5
7d29b90c-0945-478f-92ef-1440b8a98c4e,～日（間）,日（間）,にち（かん）／か（かん）,nichi(kan)/ka(kan),～天,-1,suffix,5
4fce515b-45d5-46ae-8d23-863cb2ec56f2,バス,バス,バス,basu,公車；客運,1,none,5
e9fa1750-e732-498d-91bf-19f758468b49,電車,電車,でんしゃ,densha,電車；火車,0,none,5
7fddc9c1-3d8a-4d2b-99ac-b31475349ec4,地下鉄,地下鉄,ちかてつ,chikatetsu,地鐵,0,none,5
1fa62878-c273-43cb-879f-9b4032e2ad8a,新幹線,新幹線,しんかんせん,shinkansen,新幹線,3,none,5
216e6c6a-f498-4260-9629-43c32de51741,飛行機,飛行機,ひこうき,hikouki,飛機,2,none,5
f8efafbc-6b97-4631-89db-3739b9578019,船,船,ふね,fune,船,1,none,5
b0483fd7-7d48-416f-a7ee-3fa740e0015d,タクシー,タクシー,タクシー,takushii,計程車,1,none,5
0147889e-7260-4059-a2f5-85a3db4a0eae,自転車,自転車,じてんしゃ,jitensha,腳踏車；自行車,2,none,5
db602920-0c9e-4baa-9dda-d5d3307c0f8b,歩いて,歩いて,あるいて,aruite,步行；徒步,2,none,5
9b5ad64e-a18c-414e-afe2-ded537fd7ba1,東京,東京,とうきょう,toukyou,東京(地名),0,none,5
9a39c441-33fe-4c5d-916d-53b6cd475271,大阪,大阪,おおさか,oosaka,大阪(地名),0,none,5
980e4190-57fd-4f27-9574-af669b13525d,空港,空港,くうこう,kuukou,機場,0,none,5
def476c2-e162-45ea-82a7-dd7550a5bd4d,かかります,かかります,かかります,kakarimasu,花費,4,none,5
89d01857-c0de-4e76-8ab8-9e2f54609d74,札幌,札幌,さっぽろ,sapporo,札幌(地名),0,none,5
826d1e96-fada-4f87-8dbf-d959c58fdbd9,広島,広島,ひろしま,hiroshima,廣島(地名),0,none,5
7e4ec35e-9b5c-414b-8a1a-e38580b37b34,ロンドン,ロンドン,ロンドン,rondon,倫敦(地名),1,none,5
40b020e5-ed50-4b73-9d8c-2e667b3dff7b,サンパウロ,サンパウロ,サンパウロ,sanpauro,聖保羅(地名),3,none,5
110ccf0b-938a-4138-bfa7-34caa7175b80,えっ,えっ,えっ,etsu,欸(表驚訝或懷疑),1,none,5
9e0661ab-3975-4daf-85e6-612023335ffc,ソウル,ソウル,ソウル,souru,首爾(地名),1,none,5
8319a36c-50ae-4be4-b146-e9682d03073c,どう,どう,どう,dou,如何；怎麼樣,1,none,5
5c446bd0-f941-43bc-a5ee-a2bf5666b3df,いい,いい,いい,ii,好的；可以的,1,none,5
0a2b266d-695e-4649-a44f-d30270c9ddcd,悪い,悪い,わるい,warui,不好的,2,none,5
00062647-7e18-43f0-9d08-a8c13338785a,やさしい,やさしい,やさしい,yasashii,平易近人的；簡單的,0,none,5
b7be4311-42c5-4cbf-b5f7-98f9608c253f,難しい,難しい,むずかしい,muzukashii,困難的,0,none,5
221ddecd-5d09-426c-b691-2374340d4455,楽しい,楽しい,たのしい,tanoshii,開心的；有趣的,3,none,5
6ee690e6-878b-47c7-b0f5-d29fbfc7a475,面白い,面白い,おもしろい,omoshiroi,有趣的；逗趣的,4,none,5
94e5da2d-e061-47d8-b58c-8c4e10805d6d,つまらない,つまらない,つまらない,tsumaranai,無聊的,3,none,5
9675e0e0-73f6-4b59-9f28-970088fa0156,忙しい,忙しい,いそがしい,isogashii,忙碌的,4,none,5
c509f213-80cc-4c9e-b499-0ea3dfdacfb9,熱い,熱い,あつい,atsui,(物體)熱的,2,none,5
a7f4cc7e-5f43-4674-a2f5-26ffdb48b14b,冷たい,冷たい,つめたい,tsumetai,(物體)冰冷的,0,none,5
aba91afc-66ba-460b-8e79-8f3d768ba43a,重い,重い,おもい,omoi,重的,0,none,5
c94ebb46-f59d-4c13-9d91-7dbeb63629ff,軽い,軽い,かるい,karui,輕的,0,none,5
73860ee8-7bc9-4cff-85b8-55bc0bc6cd4d,長い,長い,ながい,nagai,長的,2,none,5
90ecbdf3-734c-4901-82ca-72be0b53f071,短い,短い,みじかい,mijikai,短的,3,none,5
008450f1-1796-4678-be76-a5eaf787af08,速い,速い,はやい,hayai,快的,2,none,5
e99149e4-6141-4fb4-bad8-f9a93cb303e5,早い,早い,はやい,hayai,早的,2,none,5
16ee4376-6a40-4117-bc70-1d1a6abfaa78,遅い,遅い,おそい,osoi,晚的；慢的,0,none,5
b7977c22-c455-47ad-a04a-aaa5670b07a9,近い,近い,ちかい,chikai,近的,2,none,5
2f11401b-0ea4-48aa-87ee-6ed69c92c84f,遠い,遠い,とおい,tooi,遠的,0,none,5
5a5ba1b5-6564-4bdb-93a4-54f6850823d5,季節,季節,きせつ,kisetsu,季節,1,none,5
5e100db8-0085-4af0-8a94-969e0c09eb1e,春,春,はる,haru,春天,1,none,5
b83b207c-6064-4484-9f56-8d40e4e37e6d,夏,夏,なつ,natsu,夏天,2,none,5
94d2af28-8048-4cb2-bc11-b3e59d44f4f2,秋,秋,あき,aki,秋天,1,none,5
91df2dfe-6d95-4212-900f-3e1fe27e19f9,冬,冬,ふゆ,fuyu,冬天,2,none,5
fd4137c7-46f0-4836-8819-83497e9a03f3,温かい,温かい,あたたかい,atatakai,(物體)溫暖的,4,none,5
fb864f94-dee8-4653-ac90-8e6f91ab5bee,暖かい,暖かい,あたたかい,atatakai,(天氣)溫暖的,4,none,5
82d3e9ef-1275-4368-8437-00312928e337,暑い,暑い,あつい,atsui,(天氣)熱的,2,none,5
1ac626cf-6263-4572-9aa1-933ef4fc0bf5,涼しい,涼しい,すずしい,suzushii,涼爽的,3,none,5
6e0d1818-d91f-4186-a4bf-861e2b6d4253,あまり,あまり,あまり,amari,(不)太；(不)太常,3,none,5
42fc52c5-b788-4c63-8a75-16d6b6c049ad,生活します,生活します,せいかつします,seikatsushimasu,生活,6,none,5
a1f07ddb-16d5-470c-aa04-d10d76b43502,北海道,北海道,ほっかいどう,hokkaidou,北海道(地名),3,none,5
06c9870c-8844-4e8a-8440-75f193393b54,沖縄,沖縄,おきなわ,okinawa,沖繩(地名),0,none,5
441d28d6-8f41-4fad-9562-422bf75ff32e,どうですか,どうですか,どうですか,doudesuka,怎麼樣呢(評價),1,none,5
198828d9-65e8-4a67-a15f-44eb7df4d7e6,少し,少し,すこし,sukoshi,有一點；稍微；少許,2,none,5
c475f137-a8d5-4aa9-b20c-4076f9781e37,アパート,アパート,アパート,apaato,公寓,2,none,5
c9713ca3-a2e2-413f-bd25-0924c3ec4651,うるさい,うるさい,うるさい,urusai,吵鬧的；煩的,3,none,5
3f9bb65d-52da-4116-bd02-8ef54d7097e9,とても,とても,とても,totemo,非常,0,none,5
515d56ca-6325-473d-a6ac-e1d8b448ce0b,全然,全然,ぜんぜん,zenzen,完全(不),0,none,5
87ed6517-76b2-41ad-9f28-f27ab18c19e7,天気,天気,てんき,tenki,天氣,1,none,5
f3bbaac2-69db-47ce-8f19-b09ab8d14e31,天気がいい,天気がいい,てんきがいい,tenkigaii,天氣很好,-1,none,5
51720573-9406-4d4f-ab5c-a4b82f22add4,しかし,しかし,しかし,shikashi,但是；不過,2,none,5
1431544f-ffb4-4185-a240-5a21b86c25cd,それから,それから,それから,sorekara,然後；接著,0,none,5
8341b9f9-3413-44ff-a447-d48aadef2c4d,問題,問題,もんだい,mondai,問題；題目,0,none,5
5a5404b9-ae94-4d04-966b-3539faa749e8,片仮名,片仮名,かたかな,katakana,片假名,3,none,5
248c2870-bf34-413a-aefb-98d328b08ef1,どうでしたか,どうでしたか,どうでしたか,doudeshitaka,怎麼樣呢(體驗),1,none,5
553a2512-fcd2-434c-9fc6-37c69c4301d5,海,海,うみ,umi,海,1,none,5
536224e2-c106-4db3-b394-f04607efda98,まず,まず,まず,mazu,首先,1,none,5
2c07586b-3721-451b-8cef-478d5f3d38c8,疲れます,疲れます,つかれます,tsukaremasu,疲累；疲倦,4,none,5
f075d64a-2c71-445a-ac9f-2f9404c36354,でも,でも,でも,demo,但是,1,none,5
9fc477f3-edf4-4536-974c-dc8b5ec56b2c,～か月（間）,か月（間）,かげつ（かん）,kagetsu(kan),～個月,-1,suffix,5
80517154-4470-4bbb-8828-05f1dd01d041,～分（間）,分（間）,ふん（かん）,fun(kan),～分（鐘）,-1,suffix,5
26cb76b8-1ed5-4ca1-8062-1d46993a390d,～秒（間）,秒（間）,びょう（かん）,byou(kan),～秒（鐘）,-1,suffix,5
d0b60ae6-5501-4d4a-8291-fce32b39ec24,ハイキング,ハイキング,ハイキング,haikingu,健行；郊遊,1,none,5
939c3c01-b537-452e-a4b9-00c1317c8e51,あります,あります,あります,arimasu,(植物、物品等)有，在；舉辦,3,none,6
08d9c783-3662-4311-8055-fcff1c3ec218,います,います,います,imasu,(人類、動物等)有，在,2,none,6
96309c5c-ca22-447d-b7b7-fb4e1e85b42f,中,中,なか,naka,裡面,1,none,6
e4b3e69d-6e1f-4710-b940-ee6c3b181f03,ボール,ボール,ボール,booru,球,0,none,6
24315cfe-3a8e-42c4-8aec-62033ca0bf5f,上,上,うえ,ue,上面,0,none,6
e642c4c7-3a70-4273-b089-d658c51aebae,下,下,した,shita,下面,0,none,6
e5583d44-caa6-4b2c-bade-e07a2b6fa5b5,外,外,そと,soto,外面,1,none,6
2efd888b-8d1a-4237-96de-8025f7df0a9c,前,前,まえ,mae,前面,1,none,6
07e26046-c80d-462d-a41c-ef434216234a,後ろ,後ろ,うしろ,ushiro,後面,0,none,6
26b076a0-97c1-4117-9d81-2a65dd762fad,隣,隣,となり,tonari,旁邊；隔壁,0,none,6
15db2afc-c977-46dd-96fa-698b319c95a2,間,間,あいだ,aida,之間,0,none,6
de8fc69d-84da-489c-994e-10b928603996,いす,いす,いす,isu,椅子,0,none,6
e3574ab0-bad1-4b51-af0e-a79c3e068df4,ベッド,ベッド,ベッド,beddo,床,1,none,6
b085ca9d-1899-44be-a9d4-56ae6eeb9b9f,テーブル,テーブル,テーブル,teeburu,桌子；餐桌,0,none,6
e9069b3e-844d-400b-904f-352708928d9e,財布,財布,さいふ,saifu,錢包,0,none,6
d4a782c6-5848-4a3b-97fe-28fe4e519c47,ゴミ箱,ゴミ箱,ごみばこ,gomibako,垃圾桶,0,none,6
39c88d23-0388-4515-8132-d528d482b0b6,本棚,本棚,ほんだな,hondana,書架；書櫃,1,none,6
27a73c97-8981-43c3-90a7-482a3b101bee,木,木,き,ki,樹木；木頭,1,none,6
8b66d110-0365-47e5-9c02-d9b60b700756,男の子,男の子,おとこのこ,otokonoko,男孩,3,none,6
4c17adb4-ef00-4eb2-9fbd-d25a15ea25d8,魚屋,魚屋,さかなや,sakanaya,魚店,0,none,6
18a6b6d7-3fd7-4132-96e7-5e8778487892,池,池,いけ,ike,池子,2,none,6
11b2bf27-21d1-418d-ac8f-d9ab2882f9f2,ベンチ,ベンチ,ベンチ,benchi,長椅,1,none,6
452d3801-f3d3-4938-ba54-9028ddeec323,近く,近く,ちかく,chikaku,附近,1,none,6
fc004bc3-2db6-4c60-ab7f-6dde7bc8d878,女の人,女の人,おんなのひと,onnanohito,女人,6,none,6
554e4c38-4f99-41c5-b2a8-9f32a94e7bee,鳥,鳥,とり,tori,鳥；雞,0,none,6
7fa1face-0038-4ba5-8053-549c2e5b38ec,お金,お金,おかね,okane,錢,0,none,6
7ce28ce4-2a7a-40c2-b450-8f4d7159d8dc,携帯電話,携帯電話,けいたいでんわ,keitaidenwa,手機,5,none,6
d9db5302-f075-4b7e-92d9-02c4051532cf,スマホ,スマホ,スマホ,sumaho,智慧型手機,0,none,6
d0aadfc7-a677-473d-8fd1-fb73b57a59f3,いくつ,いくつ,いくつ,ikutsu,幾個；幾歲,1,none,6
a867db0a-550c-4586-b50b-a22cfe035fdb,何人,何人,なんにん,nannin,幾人,1,none,6
3a33ba63-5149-4ce4-a791-1dd2a67b03a1,～人,人,にん,nin,～人,-1,suffix,6
645fff38-a319-462a-8d2c-d930ad17ee21,～本,本,ほん,hon,～支；～根；～瓶,-1,suffix,6
0c4acf8d-f2fe-4a5b-b1ef-b29f07995e86,～枚,枚,まい,mai,～張；～枚；～片,-1,suffix,6
2c2fd28f-8dd1-4eb3-beee-ad42c1b3c577,～匹,匹,ひき,hiki,～隻,-1,suffix,6
fa4e236c-1288-4a40-bb78-be3d56798701,～冊,冊,さつ,satsu,～本,-1,suffix,6
fb4d3fa3-aed3-4a3f-a231-db860dbbc034,～台,台,だい,dai,～台,-1,suffix,6
